Id,Name,Category,ChestMain,DeltoidAnterior,DeltoidLateral,DeltoidPosterior,Biceps,Triceps,Forearms,Lats,Rhomboids,LowerBack,Abs,CoreStabilizers,Quadriceps,Hamstrings,Glutes,Calves
1504,lever seated fly,chest,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,lever seated hip abduction,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0
1506,lever seated hip adduction,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0
1507,lever seated leg curl,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1508,lever seated leg raise crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1931,sledge hammer,waist,0.0,0.4,0.0,0.0,0.3,0.0,0.5,0.4,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0
1509,lever seated reverse fly (parallel grip),shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,lever seated reverse fly,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,lever shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1512,lever shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,lever standing calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1514,lever t bar row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
1515,lever triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,london bridge,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,lying (side) quads stretch,upper legs,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05
1518,lying leg raise flat bench,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1519,march sit (wall),upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.0,0.3,0.0
1520,mixed grip chin-up,back,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,monster walk,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0
1522,mountain climber,cardio,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.4,0.6,0.5,0.0,0.0,0.0
1523,muscle up,back,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.7,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1524,negative crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1525,oblique crunches floor,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1526,olympic barbell hammer curl,upper arms,0.0,0.0,0.0,0.0,0.7,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,olympic barbell triceps extension,upper arms,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1528,one arm chin-up,back,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1529,one arm dip,upper arms,0.4,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1530,one arm slam (with medicine ball),waist,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.4,0.0,0.3,0.0
1531,otis up,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.3,0.0,0.0,0.0
1532,outside leg kick push-up,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1533,overhead triceps stretch,upper arms,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,power clean,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.7,0.3,0.5,0.2
1535,pull-in (on stability ball),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0
1536,pull up (neutral grip),back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,pull-up,back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,push-up (on stability ball),chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1540,push-up (on stability ball),chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1541,push-up (wall) v. 2,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1542,push-up (wall),chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1543,push-up close-grip off dumbbell,upper arms,0.3,0.3,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,push-up inside leg kick,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1545,push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1546,push-up medicine ball,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1547,push-up to side plank,waist,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.2,0.0,0.0,0.0
1548,raise single arm push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1549,rear decline bridge,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1550,rear deltoid stretch,shoulders,0.05,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.3,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1551,rear pull-up,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,reverse dip,upper arms,0.4,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1553,reverse grip machine lat pulldown,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,reverse grip pull-up,back,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,reverse hyper extension (on stability ball),upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.6,0.0
1556,ring dips,upper arms,0.4,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1557,rocky pull-up pulldown,back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,rope climb,back,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.7,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,run (equipment),cardio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.3,0.5
1560,run,cardio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.3,0.5
1561,russian twist,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1562,scapular pull-up,back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,seated leg raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1564,seated lower back stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1565,seated side crunch (wall),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1566,self assisted inverse leg curl (on floor),upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
1567,self assisted inverse leg curl,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0
1568,shoulder tap push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1569,side bridge v. 2,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.2,0.0,0.0,0.0
1570,side hip (on parallel bars),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0
1571,side hip abduction,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.0
1572,side push neck stretch,neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,side push-up,upper arms,0.5,0.3,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
1574,side-to-side chin,back,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,side wrist pull stretch,lower arms,0.05,0.05,0.05,0.05,0.05,0.05,0.1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1576,single arm push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1577,single leg calf raise (on a dumbbell),lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1578,single leg platform slide,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.4,0.0
1579,sit-up v. 2,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.3,0.0,0.0,0.0
1580,sled 45° calf press,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1581,sled 45° leg press,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.2
1582,sled 45° leg wide press,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.5,0.0
1583,sled closer hack squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.9,0.1,0.3,0.0
1584,sled forward angled calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1585,sled hack squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.9,0.1,0.3,0.0
1586,sled lying squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1587,smith back shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,smith behind neck press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,smith bench press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,smith bent knee good morning,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.5,0.0
1591,smith chair squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1592,smith close-grip bench press,upper arms,0.5,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,smith deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.4,0.6,0.7,0.0
1594,smith decline bench press,chest,1.0,0.15,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,smith decline reverse-grip press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,smith hack squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.9,0.1,0.3,0.0
1932,hamstring stretch,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0
1597,smith hip raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1598,smith incline bench press,chest,0.9,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,smith incline reverse-grip press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,smith incline shoulder raises,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,smith leg press,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.2
1602,smith narrow row,back,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,smith rear delt row,shoulders,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1604,smith reverse calf raises,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1605,smith reverse-grip press,chest,0.8,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1606,smith seated shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1607,smith shoulder press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1608,smith shrug,back,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,smith single leg split squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,0.3,0.6,0.0
1623,standing single leg curl,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1610,smith sprint lunge,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.4,0.7,0.0
1611,smith squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1612,smith standing back wrist curl,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,smith standing behind head military press,shoulders,0.0,0.5,0.5,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1614,smith standing leg calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1615,smith standing military press,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1616,smith upright row,shoulders,0.0,0.3,0.8,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,snatch pull,upper legs,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.7,0.3,0.5,0.2
1618,spell caster,waist,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.6,0.7,0.0,0.0,0.0,0.0
1619,spider crawl push up,upper legs,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0
1620,squat jerk,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1621,standing behind neck press,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,standing lateral stretch,back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,standing wheel rollerout,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0
1625,stationary bike walk,cardio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.3,0.3
1626,superman push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1627,suspended abdominal fallout,waist,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.2,0.0,0.0,0.0
1628,suspended push-up,chest,0.8,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1629,suspended reverse crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1630,suspended row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1631,suspended split squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.8,0.3,0.6,0.0
1632,trap bar deadlift,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.6,0.0,0.6,0.6,0.5,0.6,0.0
1633,triceps dip (bench leg),upper arms,0.15,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1634,triceps dip (between benches),upper arms,0.15,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1635,triceps dip,upper arms,0.2,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1636,triceps dips floor,upper arms,0.2,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1637,triceps press,upper arms,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1639,twin handle parallel grip lat pulldown,back,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1640,vertical leg raise (on parallel bars),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.3,0.5,0.0,0.0,0.0
1641,weighted bench dip,upper arms,0.15,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
1642,weighted crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1643,weighted donkey calf raise,lower legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1644,weighted front raise,shoulders,0.1,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,weighted hyperextension (on stability ball),back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.4,0.0
1646,weighted overhead crunch (on stability ball),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1647,weighted pull-up,back,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1648,weighted round arm,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,weighted russian twist (legs up),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1650,weighted russian twist,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1651,weighted seated bicep curl (on stability ball),upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1652,weighted seated twist (on stability ball),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1653,weighted side bend (on stability ball),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.4,0.0,0.0,0.0,0.0
1654,weighted sissy squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,1.0,0.3,0.6,0.0
1655,weighted squat,upper legs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.9,0.3,0.6,0.0
1656,weighted standing curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1657,weighted standing hand squeeze,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1658,weighted svend press,chest,1.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1659,wheel rollout,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0
1660,wind sprints,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.5,0.0,0.0,0.4
1661,wrist rollerer,lower arms,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,cable kickback,upper arms,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1663,cable seated row,back,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.7,0.6,0.15,0.0,0.15,0.0,0.0,0.0,0.0
1664,cable twist (up-down),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.5,0.0,0.0,0.0,0.0
1665,dumbbell lying external shoulder rotation,shoulders,0.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1666,dumbbell upright shoulder external rotation,shoulders,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1667,lying leg-hip raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1668,weighted hanging leg-hip raise,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.3,0.5,0.0
1726,dynamic chest stretch (male),chest,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,cable curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,lever shoulder press v. 2,shoulders,0.0,0.8,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
1671,butt-ups,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,0.0,0.0,0.0
1672,tuck crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1673,reverse crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1674,cable reverse crunch,waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1675,cable standing crunch (with rope attachment),waist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0
1676,band alternating biceps curl,upper arms,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
